501, 838
342, 839
263, 833
333, 833
212, 825
537, 824
182, 818
471, 812
187, 812
163, 811
463, 808
435, 804
118, 804
108, 804
462, 803
188, 790
97, 789
211, 788
451, 785
192, 780
171, 780
505, 767
178, 765
143, 765
471, 761
217, 761
172, 755
338, 753
103, 746
375, 737
518, 724
467, 725
443, 723
457, 723
481, 713
84, 710
16, 709
41, 699
40, 690
578, 667
6, 665
10, 659
17, 654
576, 650
1, 645
503, 637
509, 620
488, 616
501, 608
508, 600
510, 581
484, 544
472, 538
478, 518
499, 506
491, 499
454, 498
503, 474
515, 437
498, 428
92, 135
89, 86
34, 80
83, 55
98, 42
137, 30
299, 350
