462, 757
421, 745
447, 739
189, 740
424, 735
160, 733
169, 728
181, 717
449, 705
298, 702
224, 700
219, 700
473, 698
394, 695
418, 695
217, 694
400, 693
369, 694
209, 691
458, 688
210, 685
350, 683
403, 682
192, 681
185, 681
477, 681
410, 677
383, 674
248, 675
405, 671
296, 671
388, 670
183, 669
179, 668
456, 666
402, 665
311, 665
425, 665
475, 660
446, 660
405, 651
258, 649
477, 645
284, 646
380, 638
331, 637
281, 638
321, 639
298, 636
370, 631
355, 628
469, 627
299, 624
474, 622
412, 621
385, 619
331, 619
308, 618
463, 614
452, 614
271, 613
466, 611
352, 611
347, 611
338, 599
433, 598
358, 596
458, 594
411, 595
347, 593
257, 593
453, 593
399, 592
381, 584
491, 583
348, 583
275, 583
451, 581
361, 581
318, 579
492, 577
475, 575
463, 575
281, 576
396, 573
491, 571
491, 567
275, 566
419, 564
442, 562
368, 559
315, 557
301, 556
418, 555
508, 554
455, 553
434, 551
367, 553
384, 551
443, 550
499, 548
505, 548
483, 547
374, 548
526, 546
436, 545
555, 543
492, 544
375, 543
437, 541
472, 538
454, 535
395, 535
426, 534
421, 534
328, 534
415, 530
342, 531
479, 527
462, 527
423, 523
450, 519
238, 514
327, 512
318, 512
349, 502
267, 500
406, 497
256, 494
286, 493
276, 493
338, 492
284, 486
503, 485
252, 485
279, 485
324, 483
367, 483
436, 481
409, 481
323, 478
421, 477
343, 477
486, 477
471, 475
530, 473
511, 472
335, 472
500, 472
492, 471
266, 472
414, 466
303, 465
366, 462
257, 459
384, 458
482, 455
242, 455
446, 453
429, 451
455, 449
481, 447
487, 444
352, 446
533, 443
439, 443
318, 443
392, 440
496, 438
418, 435
384, 434
423, 430
396, 428
250, 427
546, 427
401, 425
513, 425
305, 424
510, 423
412, 424
316, 424
519, 422
380, 419
313, 417
524, 412
480, 411
418, 410
372, 409
311, 409
558, 407
498, 407
319, 409
271, 407
521, 406
408, 405
347, 405
328, 404
319, 403
410, 402
282, 401
476, 393
450, 394
388, 393
284, 390
469, 385
275, 383
350, 381
524, 375
